,DataRiferimento,Documento_Numero,Quantita,Origine,Catalogo,Gruppo,Famiglia,Codice_Hidros,Descrizione,ImportoNetto,Prodotto_Costoattuale
14181,2020-06-16,000460F,1.0,OYTB,Rubinetteria ed Accessori,Accessori Rubinetteria,Accessori per Cassetta WC,E1010,KIT TELAIO/VALV. BATTERIA,8.6,7.0739
14182,2020-06-16,003181C,1.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,S1001,SIFONE 1 VIA C/PIL. PER PORC.,2.71,1.8564
14183,2020-06-16,000461F,40.0,OYTB,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Soffione Doccia,CDPB,CIPOLLA DOCCIA,116.8,95.96
14184,2020-06-16,003182C,1.0,OYTB,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Box Doccia Semicircolare,L80S,BOX DOCCIA SEMICIRCOLARE 80/80 6MM,119.8,103.49
14185,2020-06-16,000462F,1.0,OYTB,Rubinetteria ed Accessori,Accessori Rubinetteria,Colonna Scarico Vasca,BO69750CK15S7,COLONNA SCARICO X VASCA IN MURATURA,52.08,42.8468
14186,2020-06-16,003183C,1.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,S1014,SIFONE 2 VIE S/PILETTA ATT.LAV.D.40,2.85,1.9564
14187,2020-06-16,003184C,1.0,OAMZ,Rubinetteria ed Accessori,Rubinetteria,Batteria lavabo,322ATA,BATTERIA LAVABO TESTA CIECA ATA,38.4,26.9711
14188,2020-06-16,003185C,4.0,OAMZ,Valvolame e Raccorderia,Collettori e Riduttori,Collettori per Sanitari,1820005,COLLET.NINO 1 A 3 VIE ART.182 TM,65.04,46.43
14189,2020-06-16,003186C,1.0,OMAN,Elettropompe e Serbatoi,Contatori Acqua,Contatori e Accessori,DBRF1,CONTAT. ACQUA LET.DIR. DBRF 25-1 ,35.25,24.7538
14190,2020-06-16,003187C,1.0,OMAN,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Filtro Acqua e Accessori,FA3/4,FILTRO AUTOPULENTE F 3/4 - M 1'',31.07,21.6648
14191,2020-06-16,003188C,1.0,OYTB,Elettropompe e Serbatoi,Serbatoi e Bollitori,Serbatoi in Polietilene,500PRP,SERB. POLIET.PARALL. LT.500 CV,104.9,86.3034
14192,2020-06-16,003189C,2.0,OMAN,Elettropompe e Serbatoi,Elettropompe ed Accessori,Regolatore di Pressione,HABSCHEDA,SCHEDA X PRESS CONTROLL,21.14,14.3586
14193,2020-06-16,003190C,1.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Vitone,R1503B,VITONE A DISCHI CERAMICI 90 BLU,7.08,4.9322
14194,2020-06-16,003190C,1.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Vitone,R1503R,VITONE A DISCHI CERAMICI 90  ROSSO,7.08,4.9322
14195,2020-06-16,003191C,1.0,OAMZ,Riscaldamento,Scaldabagni Elettrici,Scaldabagno Elettrico,AT30/2,SCALDABAGNO LT 30 G2A EGO,58.54,41.3809
14196,2020-06-16,003192C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,602501,CANOTTO + ROS.E MORS.X CASS.SCARICO,2.7,1.8078
14197,2020-06-16,003193C,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Sanitari,ELITEVB,VASO-BIDET ELITE S/EROG.,50.99,43.5956
14198,2020-06-16,000463F,1.0,OMAN,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Box Doccia Angolare,680,BOX DOCCIA ANGOL. CM.6575,69.2,49.8
14199,2020-06-16,003194C,1.0,OYTB,Rubinetteria ed Accessori,Sistemi Di Scarico,Morsetti e Guarnizioni,246,MAN.WC ECCENT.SPOST.6CM 90/100/110,2.57,2.114
14200,2020-06-16,003195C,1.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Accessori per Cassetta WC,5.11,MEMBRANA CHIUSURA x UNIBOX,0.66,0.4742
14201,2020-06-16,003196C,60.0,OMAN,Ferramenta e Hobbistica,Elementi di Fissaggio,Tasselli di Fissaggio,ENP/OC1245,TASS.C/V. A OCCHIOLO CHIUSO 12X45,10.8,8.85
14202,2020-06-16,003197C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,460501,CASSETTA SCARICO  GEMMA  C/TUBO,16.8,11.7964
14203,2020-06-16,003198C,1.0,OAMZ,Condizionamento,Ventilazione e Aerazione,Griglia-Aspiratore,9799142,ASP.ELET.IN ABS 120 TORNADO 20W,14.89,10.3824
14204,2020-06-16,003199C,1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Sottolavello,SLOI120,SOTTOLAVEL.Cm.120 B.CO/OLMO X INOX,65.4,45.6
14205,2020-06-16,003200C,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone per Scarico,AC202D,SIFONE COLONNA 11/4 DORATO,27.73,20.3021
14206,2020-06-16,003201C,2.0,OAMZ,Condizionamento,Climatizzazione,Accessori Climatizzatori,9898162,DADO RIDOTTO X GIUNTO OTT.1/2-3/8,2.42,1.7136
14207,2020-06-16,003202C,40.0,OMAN,Ferramenta e Hobbistica,Materiale Elettrico,Tubi Canaline e Accessori,ECCF20H,CLIPS FISSATUBO A SCATTO 20,4.4,3.524
14208,2020-06-16,003202C,10.0,OMAN,Ferramenta e Hobbistica,Materiale Elettrico,Tubi Canaline e Accessori,ECCRS20,CURVA 90  STRETTO RAGGIO 20,2.5,2.04
14209,2020-06-16,003203C,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone per Scarico,SGCOL11/4,SIFONE A COL. 11/4 S/PIL. TUBO 25CM,7.4,5.162
14210,2020-06-16,003204C,1.0,OAMZ,Rubinetteria ed Accessori,Accessori Rubinetteria,Rubinetto Sottolavabo,B7713/8,RUBIN.SOTTOL.SFERA C/FILTRO 3/8*1/2,2.87,1.9671
14211,2020-06-16,003205C,1.0,OMAN,Rubinetteria ed Accessori,Rubinetteria,Miscelatore Lavello,NT180,MONOC. LAVELLO C/ALTA TUBO PEGASO,40.48,28.1932
14212,2020-06-16,003206C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,TCZ1000,TUBO CASSETTA ZAINO 1000x220 50x32,8.16,5.4624
14213,2020-06-16,003207C,1.0,EBAY,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,OLIUNIC,GALLEGG.UNIC UNIVERSALE X INCASSO,30.89,16.2942
14214,2020-06-16,003208C,1.0,EBAY,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone per Scarico,SGCOL11/4,SIFONE A COL. 11/4 S/PIL. TUBO 25CM,13.76,5.162
14215,2020-06-16,003209C,1.0,EBAY,Rubinetteria ed Accessori,Accessori Rubinetteria,Accessori per Cassetta WC,E1010,KIT TELAIO/VALV. BATTERIA,15.89,7.0739
14216,2020-06-16,003210C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,TUBOCS,TUBO * CASSETTA SCARICO PLAST.,5.16,3.6288
14217,2020-06-16,003211C,1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Specchiera,SA372SRI,SPECCHIERA 2/ANTA ST/ING.+ LUCI,46.05,33.75
14218,2020-06-16,000464F,1.0,OMAN,Ferramenta e Hobbistica,Giardinaggio,Elettrovalvola,IAVPN120F14,PRO-VALVE 11/4 F/F CCF 24VAC IRR,26.24,18.2952
14219,2020-06-16,000464F,1.0,OMAN,Ferramenta e Hobbistica,Giardinaggio,Pozzetti,IGPCZ2000N04R,POZZ. STANDARD-BORDO IRRITEC,14.09,9.825
14220,2020-06-16,003212C,1.0,OAMZ,Riscaldamento,Canne Fumarie,Accessori Pellet,ALATS1100,TUBO SMALTATO MT.1 100 B.CO,9.05,6.309
14221,2020-06-16,003213C,1.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Tappo Piletta,TFLBR,TAPPO COPRIFORO OTT.STAMP.BRONZ.,5.69,4.1613
14222,2020-06-17,003214C,1.0,OMAN,Condizionamento,Climatizzazione,Accessori Climatizzatori,WIFIHEK,WIFI USB HEK,43.64,33.89
14223,2020-06-17,003215C,1.0,EBAY,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,TCZ370,TUBO CASSETTA ZAINO 370*210  50*32,9.34,1.9596
14224,2020-06-17,003216C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,DIBA2020,GALLEGGIANTE RIO 3/8 C/SFERA,3.56,2.3631
14225,2020-06-17,003217C,1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Sottolavello,STI120,SOTTOLAVEL.Cm.120 NOCE ANT. X INOX,65.4,45.6
14226,2020-06-17,003218C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80009115,PISTONCINO + GUARNIZIONE A LABBRO,1.07,0.74
14227,2020-06-17,003218C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80009074,TUBO TROPPO PIENO 47CM X TUTTI MOD.,1.79,1.25
14228,2020-06-17,003218C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80009095,SEDE ESTRAIBILE  E GUARNIZ.C/OR 161,5.43,3.78
14229,2020-06-17,003219C,2.0,OMAN,Valvolame e Raccorderia,Raccorderia Multistrato,Adattatore Multistrato,72014C,KIT DI TENUTA x RAME 14  C/CALOTTA,2.36,1.6472
14230,2020-06-17,003220C,10.0,OYTB,Valvolame e Raccorderia,Raccorderia in Ottone,Prolunga Ridotta,24512*38CR,NIPLES RID. 1/2*3/8 CROMATO,5.0,4.183
14231,2020-06-17,003220C,15.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,SFERAC,SFERA PER GALLEGGIANTE CATIS,3.75,3.279
14232,2020-06-17,003220C,2.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,GALLCATI,GALLEGGIANTE CATIS 3/8  S/SFERA,7.6,6.5624
14233,2020-06-17,003220C,10.0,OYTB,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,BOBBR11/2,BISCIONE REG.C/GH.CROM.11/2 40,6.4,5.24
14234,2020-06-17,003220C,8.0,OYTB,Rubinetteria ed Accessori,Accessori Rubinetteria,Cartuccia Distanziatore,GOCART,CARTUCCIA X RUBINETTERIA MIKE GO,28.56,9.8592
14235,2020-06-17,003220C,20.0,OYTB,Riscaldamento,Sicurezza Gas,Filtro e Raccordi Gas,TUBOGPL,TUBO GAS GPL GOMMA MM.8,7.0,6.0
14236,2020-06-17,003221C,1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Lavatoio,BPL390,MOBILE COPRILAVATRICE C/SERR.VERT.,59.25,40.625
14237,2020-06-17,003222C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Vasca da bagno,V105ACCB,VASCA ACCIAIO CM.105x65 BIANCA,63.18,44.3716
14238,2020-06-17,003223C,1.0,EBAY,Rubinetteria ed Accessori,Sistemi Di Scarico,Piletta,PILS11/4G,PILETTA LAVATOIO SIFONATA 1  GIAC.,16.06,6.5413
14239,2020-06-17,003224C,1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobili Multiuso,KITDESIRE90,COMP.SOSP.DESIRE +CASS.+SPEC. 90CM,474.05,260.0
14240,2020-06-17,003225C,1.0,OMAN,Condizionamento,Climatizzazione,UnitA Int. Climatizzatori,DAIFTXA35AW,UNIT.INT.12000 INV. STYLISH B/CA,716.95,510.3501
14241,2020-06-17,000465F,1.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Tubo Wc,CTO30,CANOTTO TELESC. OTT.CROM. C/OR.30,2.18,1.482
14242,2020-06-17,000466F,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Vasca da bagno,CAL170X70ITP,VASCA CALYPSO 170X70 IDRO COMPLETA,534.13,371.2
14243,2020-06-17,000467F,1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Specchiera,FEN210,FARETTO ALOGENO C/INT. GAIA CROMATO,27.11,18.75
14244,2020-06-17,000468F,1.0,OMAN,Giardino,Piscina e Accessori,Piscine Autoportanti,K096030,PISCINA FAST SET 244 LT.2300 57265,30.62,21.5624
14245,2020-06-17,003226C,1.0,OMAN,Giardino,Piscina e Accessori,Piscine Autoportanti,K096030,PISCINA FAST SET 244 LT.2300 57265,30.62,21.5624
14246,2020-06-17,000469F,1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Lavatoio,MET60DX,MOB.C/LAVAT.SX - VASCHETTA A DX,132.73,91.0
14247,2020-06-17,000000A,-1.0,OAMZ,Riscaldamento,Caldaie,Copricaldaia,BPL2000,MOBILE COPRICALDAIA C/SERR. ORIZZ.,56.53,-38.125
14248,2020-06-17,003228C,1.0,OAMZ,Giardino,Piscina e Accessori,Pompe per Piscine,K023797,FILTRO CARTUCCIA POMPA 2006LT 58094,5.4,3.3687
14249,2020-06-17,003229C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscine Autoportanti,57270,PISCINA FAST SET CM305*76,67.59,41.79
14250,2020-06-17,003230C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscine Autoportanti,57270,PISCINA FAST SET CM305*76,67.59,41.79
14251,2020-06-17,003231C,3.0,OAMZ,Giardino,Piscina e Accessori,Pompe per Piscine,K023797,FILTRO CARTUCCIA POMPA 2006LT 58094,16.2,10.1061
14252,2020-06-17,003232C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscine Autoportanti,57270,PISCINA FAST SET CM305*76,67.59,41.79
14253,2020-06-17,003233C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscine Autoportanti,57270,PISCINA FAST SET CM305*76,67.59,41.79
14254,2020-06-17,003234C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscine Autoportanti,57270,PISCINA FAST SET CM305*76,67.59,41.79
14255,2020-06-17,003235C,1.0,OAMZ,Giardino,Piscina e Accessori,Pompe per Piscine,K023797,FILTRO CARTUCCIA POMPA 2006LT 58094,5.4,3.3687
14256,2020-06-17,003236C,1.0,OAMZ,Giardino,Piscina e Accessori,Pompe per Piscine,K023797,FILTRO CARTUCCIA POMPA 2006LT 58094,5.4,3.3687
14257,2020-06-17,003237C,1.0,OMAN,Giardino,Piscina e Accessori,Accessori Nuoto,32034,GIUBBETTO SWIM SAFE ABC STEP,2.63,1.782
14258,2020-06-17,003238C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscine Autoportanti,57270,PISCINA FAST SET CM305*76,67.59,41.79
14259,2020-06-17,003239C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscine Autoportanti,57270,PISCINA FAST SET CM305*76,67.59,41.79
14260,2020-06-17,003240C,1.0,OMAN,Giardino,Piscina e Accessori,Piscine Autoportanti,K096030,PISCINA FAST SET 244 LT.2300 57265,30.62,21.5624
14261,2020-06-18,000470F,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,BO9020RD64B0,PASSEPAR.RID.F.11/240 X F.11/432,2.35,1.5926
14262,2020-06-18,000470F,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,BO9010AF44B0,PASSEPARTOUT F/F 1'' 26,2.35,1.5926
14263,2020-06-18,000470F,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,BO9020RD54B0,PASSEPARTOUT RID.F.11/432 X F.126,2.35,1.5926
14264,2020-06-18,000470F,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,BR11/4CR,BISCIONE REGOLABILE CROM.11/4 32,2.68,1.8144
14265,2020-06-18,000470F,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,BO9010AF64B0,PASSEPARTOUT F/F 11/2 40,2.35,1.5926
14266,2020-06-18,003241C,1.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Accessori per Cassetta WC,5.01,COMPLETO CASS. MONOBLOCCO ITS,5.7,4.14
14267,2020-06-18,003242C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,BORC14,BORCHIA CROM. X TR/PIENO 14,0.38,0.2567
14268,2020-06-18,000471F,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Piletta,603112,PILETTA SIFONATA X P/D PORC. 84/40,7.25,4.8843
14269,2020-06-18,003243C,2.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CR1030S2,CASSETTA PLUS 2,35.18,24.518
14270,2020-06-18,003243C,3.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,1950.508.5,SIFONE CRONO PP SALVA SPAZIO 11/4,28.98,19.6902
14271,2020-06-18,003244C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,CERNIEREL,CP CERNIERE WC MM71,3.11,2.096
14272,2020-06-18,003245C,2.0,OAMZ,Condizionamento,Climatizzazione,Accessori Climatizzatori,PISC35,PILETTA 32 X SCARIC. CONDENS.,6.86,4.7364
14273,2020-06-18,003246C,1.0,OMAN,Elettropompe e Serbatoi,Serbatoi e Bollitori,Serbatoi Zincati e Inox,300ZCV,SERBATOIO ZINC. LT.300 D.60 VRT. CV,149.5,105.8554
14274,2020-06-18,003247C,1.0,OAMZ,Rubinetteria ed Accessori,Accessori Rubinetteria,Piletta Saltello,ASTINE,ASTINA PER SALTELLI,0.96,0.655
14275,2020-06-18,000472F,5.0,OMAN,Riscaldamento,Componenti termici,Accessori Termici,M6901AP,MANOMETRO SECCO 1/4 M. 0-4 BAR,50.35,36.8575
14276,2020-06-18,003248C,1.0,OAMZ,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone e Tubo in abs,S1014,SIFONE 2 VIE S/PILETTA ATT.LAV.D.40,2.85,1.9564
14277,2020-06-18,000473F,1.0,OMAN,Ferramenta e Hobbistica,Giardinaggio,Manicotti e raccordi,IP40104S,RAMPA COLLETTORE 4 VIE FIL.1 F,19.75,13.7759
14278,2020-06-18,000474F,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Sanitari,500B,BIDET B.CO 500,142.02,129.985
14279,2020-06-18,000474F,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Sanitari,500V,VASO S/MULTI C/SED. B.CO 500,215.52,197.2511
14280,2020-06-18,000475F,2.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Vitone,R1503B,VITONE A DISCHI CERAMICI 90 BLU,14.16,9.8644
14281,2020-06-18,000476F,1.0,OYTB,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Porta Doccia,GIOVE105,PORTA LIBRO ANTIPANICO 105 CM  6MM,145.58,125.76
14282,2020-06-18,003249C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscine Autoportanti,57270,PISCINA FAST SET CM305*76,67.59,41.79
14283,2020-06-18,003250C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscine Autoportanti,57270,PISCINA FAST SET CM305*76,67.59,41.79
14284,2020-06-18,003251C,2.0,OAMZ,Giardino,Piscina e Accessori,Pompe per Piscine,K023797,FILTRO CARTUCCIA POMPA 2006LT 58094,10.8,6.7374
14285,2020-06-18,003252C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscine Autoportanti,57270,PISCINA FAST SET CM305*76,67.59,41.79
14286,2020-06-18,003253C,1.0,OMAN,Giardino,Piscina e Accessori,Accessori Nuoto,K023754,BRACCIOLI MINNIE CM.25*15 91038,1.79,1.2108
14287,2020-06-18,003253C,1.0,OMAN,Giardino,Piscina e Accessori,Accessori Nuoto,K019244,SALVAGENTE MINNIE 56 91040,1.72,1.1643
14288,2020-06-18,003253C,1.0,OMAN,Giardino,Piscina e Accessori,Accessori Nuoto,K023705,SALVAGENTE MUTANDINA ROTONDO 32096,4.7,3.1824
14289,2020-06-18,003253C,1.0,OMAN,Giardino,Piscina e Accessori,Accessori Nuoto,K023630,GIUBBETTO TOPOLINO CM.51*46 91030,4.49,3.0426
14290,2020-06-18,003254C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscine Autoportanti,57270,PISCINA FAST SET CM305*76,67.59,41.79
14291,2020-06-18,003255C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscine Autoportanti,57270,PISCINA FAST SET CM305*76,67.59,41.79
14292,2020-06-18,003256C,1.0,OAMZ,Giardino,Piscina e Accessori,Piscine Autoportanti,57270,PISCINA FAST SET CM305*76,67.59,41.79
14293,2020-06-18,003257C,1.0,OMAN,Giardino,Piscina e Accessori,Piscine Autoportanti,K096030,PISCINA FAST SET 244 LT.2300 57265,30.62,21.5624
14294,2020-06-18,000000A,-1.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Vitone,R1503R,VITONE A DISCHI CERAMICI 90  ROSSO,7.08,-4.9322
14295,2020-06-18,000000A,-1.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Vitone,R1503B,VITONE A DISCHI CERAMICI 90 BLU,7.08,-4.9322
14296,2020-06-19,000477F,1.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Trituratori Wc,SANIPLUS,SANIPLUS SCARICO BAGNO COMPLETO,475.53,422.7405
14297,2020-06-19,003259C,1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Lavatoio,MET605,MOBILE C/LAV.METACRIL.60L*50P C/TAV,75.85,52.0
14298,2020-06-19,003260C,3.0,OYTB,Sanitari e Arredo Bagno,Sanitari,Coprivaso,CWINFANZIA,COPRIVASO INFANZIA B.CO MOD.229.01,88.44,72.765
14299,2020-06-19,003261C,1.0,OAMZ,Rubinetteria ed Accessori,Accessori Rubinetteria,Piletta Saltello,ASTINE,ASTINA PER SALTELLI,0.96,0.655
14300,2020-06-19,003262C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Vasca da bagno,GOCCIA105,VASCA ASTOR GOCCIA 105X70 VETROR.,82.89,55.44
14301,2020-06-19,000478F,1.0,OMAN,Condizionamento,Ventilazione e Aerazione,Griglia-Aspiratore,9799150,ASP.ELET. 100 DECORATIVO 19W,15.0,10.458
14302,2020-06-19,003263C,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Sifone per Scarico,AC202BR,SIFONE COLONNA 11/4 BRONZATO,24.98,18.2845
14303,2020-06-19,003264C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CR1030S2,CASSETTA PLUS 2,17.59,12.259
14304,2020-06-19,003265C,1.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Morsetti e Guarnizioni,246,MAN.WC ECCENT.SPOST.6CM 90/100/110,3.16,2.114
14305,2020-06-19,003266C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,460501,CASSETTA SCARICO  GEMMA  C/TUBO,16.8,11.7964
14306,2020-06-19,000479F,4.0,OMAN,Ferramenta e Hobbistica,Elementi di Fissaggio,Collare,GIA,FASCETTA x SUPPORTO TUBO FUMI GIA,21.92,15.308
14307,2020-06-19,003267C,1.0,OMAN,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Supporto Doccia,316A,DEVIATORE DOCCIA,9.74,6.5117
14308,2020-06-19,003268C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,80004231,GUARN.DI FONDO IN PARA 63X1X3 MM,0.61,0.42
14309,2020-06-19,000480F,1.0,OMAN,Rubinetteria ed Accessori,Rubinetteria,Rubinetto incasso,390ATA,ARRESTO INCASSO ATA,8.99,6.1712
14310,2020-06-19,003269C,1.0,OAMZ,Sanitari e Arredo Bagno,Box Doccia ed Accessori,Supporto Doccia,199B56100,DEVIATORE DOCCIA MIX X ART.615/B17,7.15,5.103
14311,2020-06-19,003270C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Cassetta e Accessori Wc,CR1030S2,CASSETTA PLUS 2,17.59,12.259
14312,2020-06-19,003271C,1.0,OMAN,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Mobile Sottolavello,SBI80,SOTTOLAVELLO Cm.80 B.CO FRAS. INOX,55.08,38.4
14313,2020-06-19,003272C,1.0,OAMZ,Rubinetteria ed Accessori,Rubinetteria,Accessori,03034502,RACC. A BAIONETTA M.1/2 C/RID.,4.99,3.393
14314,2020-06-19,003273C,1.0,OMAN,Sanitari e Arredo Bagno,Sanitari,Accessori Sanitari,CERNIEREL,CP CERNIERE WC MM71,3.11,2.096
14315,2020-06-22,003274C,1.0,OAMZ,Giardino,Piscina e Accessori,Pompe per Piscine,K023797,FILTRO CARTUCCIA POMPA 2006LT 58094,5.4,3.3687
14316,2020-06-22,000481F,27.0,OMAN,Giardino,Piscina e Accessori,Accessori Nuoto,K023829,OCCHIALINI 7-14ANNI 21005,31.05,20.9601
14317,2020-06-22,003275C,1.0,OAMZ,Giardino,Piscina e Accessori,Pompe per Piscine,K023797,FILTRO CARTUCCIA POMPA 2006LT 58094,5.4,3.3687
14318,2020-06-22,003276C,1.0,OMAN,Giardino,Piscina e Accessori,Materassini e Gonfiabili,91065,MATERASSINO MINNIE CM119*61,4.17,2.772
14319,2020-06-22,003277C,11.0,OYTB,Riscaldamento,Canne Fumarie,Canna Fumaria,3305055268200,FASCETTA DI BLOCC. 130 x CFS INOX,9.9,8.1851
14320,2020-06-22,000482F,2.0,OMAN,Rubinetteria ed Accessori,Sistemi Di Scarico,Piletta,GEB150552211,SIFONE X P.DOCCIA C/PILETTA MM.90,90.1,65.04
14321,2020-06-22,003278C,2.0,OYTB,Rubinetteria ed Accessori,Accessori Rubinetteria,Vitone,FAL,VITONE x ARR. INCASSO DOCCIA,4.04,3.4824
14322,2020-06-22,000483F,6.0,OMAN,Valvolame e Raccorderia,Collettori e Riduttori,Collettore Riscaldamento,CB1*4,COLLETTORE 1  x 4 USC. 1/2  - 16,50.58,34.4244
14323,2020-06-22,000483F,2.0,OMAN,Valvolame e Raccorderia,Valvolame,Valvola a Sfera con Leva,1171,VALVOLA A LEVA M.F.1'' ITAP,13.12,9.1494
14324,2020-06-22,003279C,1.0,OAMZ,Elettropompe e Serbatoi,Elettropompe ed Accessori,Accessori Elettropompe,MUFFOLA,GIUNTO LINEARE B.T.X. CAVO 4X10,15.64,10.721
14325,2020-06-22,003280C,1.0,OAMZ,Sanitari e Arredo Bagno,Sanitari,Sanitari,FANTASIA2L65,LAVABO  B.CO CM.65 FANTASIA 2 POZZI,65.9,47.3344
14326,2020-06-22,003281C,4.0,OMAN,Rubinetteria ed Accessori,Accessori Rubinetteria,Rubinetto Sottolavabo,B7713/8,RUBIN.SOTTOL.SFERA C/FILTRO 3/8*1/2,11.56,7.8684
14327,2020-06-22,003282C,1.0,EBAY,Rubinetteria ed Accessori,Sistemi Di Scarico,Accessori per Cassetta WC,GGP11/4,GUARNIZ.x GALLEGG.A PIST.11/4-11/2,6.88,0.3744
14328,2020-06-22,003283C,1.0,EBAY,Elettropompe e Serbatoi,Filtri-Depurazione Acqua,Dosatore e Accessori,MAXPOLIPF,FLACONE KG.1 POLVERI ANTIC.x DOSAT.,14.5,5.52
14329,2020-06-22,000484F,2.0,OAMZ,Sanitari e Arredo Bagno,Arredo Bagno e Accessori,Specchio,GEDY800102,SPECCHIO 55*60 C/LUCI B.CO SCATOLA,88.16,60.8752
